"Severity","Appender","Date","Time","Category","Message"
"INFO","FILES","02/20/2024","23:28:06","cbsecurity.models.CBSecurity","? CBSecurity Services started and configured."
"INFO","FILES","02/20/2024","23:28:06","cbsecurity.interceptors.Security","? CBSecurity Firewall started and configured."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbcsrf' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'jwtcfml' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbauth' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbsecurity@1.0.0) activated in (681ms)"
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbfeeds@1.0.0) activated in (24ms)"
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbmessagebox@4.0.0+58) activated in (3ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (bcrypt@1.0.0) activated in (17ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbemoji@1.0.0) activated in (2ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbjavaloader' already activated, skipping activation."
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbemoji' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (cbmarkdown@3.6.0+1) activated in (115ms)"
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (jsonprettyprint@1.0.0) activated in (28ms)"
"WARN","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","==> Module 'cbstreams' already activated, skipping activation."
"INFO","FILES","02/20/2024","23:28:06","coldbox.system.web.services.ModuleService","+ Module (s3sdk@1.0.0) activated in (8ms)"
"INFO","FILES","02/20/2024","23:28:06","cbfs.models.DiskService","- Registered (default:Local) disk."
"INFO","FILES","02/20/2024","23:28:06","cbfs.models.DiskService","- Registered (temp:Local) disk."
"INFO","FILES","02/20/2024","23:28:06","cbfs.models.DiskService","- Registered (contentbox:Local) disk."
